  7.2004443e-001  5.0610923e-001
  5.7136743e-001  3.4031087e-001
  5.3960758e-001  6.7253296e-001
  4.9532589e-001  5.9944771e-001
  2.4849204e-001  4.5294936e-001
  4.8655717e-001  3.4081781e-001
  5.4392576e-001 -6.8997956e-001
  7.3896928e-001  4.9915659e-001
  6.3006180e-001  6.6069361e-001
  5.7212755e-001 -9.8042283e-002
  2.6748079e-001 -4.7204700e-002
  8.6707671e-001  2.4523574e-001
  2.7808292e-001 -3.9470391e-001
  5.3648763e-001 -4.1863988e-002
  1.6929801e-001 -4.5374369e-002
  5.4502075e-001  4.8792729e-001
  1.4427889e-001  1.0415335e-001
  7.9836538e-001 -4.0242618e-001
  3.2770311e-001  1.4216247e-001
  7.7840073e-001 -2.6799171e-001
  4.9000747e-001  7.3791073e-001
  4.1680805e-001 -7.9634345e-001
  7.2486956e-001 -1.9178590e-001
  4.9093247e-001 -9.6865081e-001
  4.7641508e-001 -2.7628194e-001
  6.9638269e-001  1.5874505e-001
  5.3791053e-001 -5.2015207e-001
  1.1238804e-001 -2.5045976e-004
  6.1043210e-001 -5.3349256e-001
  7.1466984e-001 -7.7950291e-002
  6.3406997e-001  5.2384087e-001
  4.4196961e-001 -4.9662926e-001
  8.9179805e-001  8.9638293e-002
  7.7391166e-001 -9.0136237e-002
  5.4956111e-001  2.1649668e-001
  2.1306699e-001 -2.6467076e-003
  5.9442145e-001 -5.3925199e-001
  6.2256004e-001  7.0359676e-001
  7.9073081e-001 -4.1412408e-001
  7.0858099e-001  9.4319933e-002
  5.5774496e-001  7.4328539e-002
  3.0405374e-001  7.5342227e-002
  5.2216247e-001 -5.9889415e-001
  4.8002080e-001 -7.6683976e-001
  4.8133272e-001 -5.8069115e-001
  3.6212980e-001  8.9786391e-002
  6.0853496e-001 -5.3228532e-001
  2.5286278e-001  3.7072601e-001
  3.6585061e-001  2.6774465e-001
  4.3520142e-001 -7.3848993e-001
  6.9365631e-001  5.0841898e-001
  5.1425749e-001  6.1836554e-001
  7.6352162e-001  4.0193831e-001
  5.4901300e-001 -6.9427446e-001
  6.1059438e-001 -7.4755509e-001
  8.0406084e-001 -1.1209323e-002
  6.8066403e-001  4.2014756e-001
  3.9138358e-001  4.8379648e-001
  5.3260436e-001 -7.8752583e-001
  6.7342885e-001  4.4877320e-001
  2.7599981e-001  9.3367175e-002
  1.7048732e-001  1.9404039e-002
  2.3641827e-001  3.3439823e-001
  3.9366175e-001 -5.7288788e-002
  5.0462042e-001 -9.2364220e-002
